gene	go_id	name_1006
HDAC4	GO:0033558	protein deacetylase activity
HDAC4	GO:0033613	activating transcription factor binding
HDAC4	GO:0042826	histone deacetylase binding
HDAC4	GO:0046872	metal ion binding
HDAC4	GO:0070491	repressing transcription factor binding
HDAC4	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
HDAC4	GO:0001501	skeletal system development
HDAC4	GO:0002076	osteoblast development
HDAC4	GO:0006325	chromatin organization
HDAC4	GO:0006338	chromatin remodeling
HDAC4	GO:0006351	transcription, DNA-templated
HDAC4	GO:0006355	regulation of transcription, DNA-templated
HDAC4	GO:0006954	inflammatory response
HDAC4	GO:0007399	nervous system development
HDAC4	GO:0008284	positive regulation of cell proliferation
HDAC4	GO:0008285	negative regulation of cell proliferation
HDAC4	GO:0010592	positive regulation of lamellipodium assembly
HDAC4	GO:0010832	negative regulation of myotube differentiation
HDAC4	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling
HDAC4	GO:0014894	response to denervation involved in regulation of muscle adaptation
HDAC4	GO:0014898	cardiac muscle hypertrophy in response to stress
HDAC4	GO:0014911	positive regulation of smooth muscle cell migration
HDAC4	GO:0016569	chromatin modification
HDAC4	GO:0016575	histone deacetylation
HDAC4	GO:0030183	B cell differentiation
HDAC4	GO:0033235	positive regulation of protein sumoylation
HDAC4	GO:0034983	peptidyl-lysine deacetylation
HDAC4	GO:0040029	regulation of gene expression, epigenetic
HDAC4	GO:0042113	B cell activation
HDAC4	GO:0042493	response to drug
HDAC4	GO:0043393	regulation of protein binding
HDAC4	GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity
HDAC4	GO:0043525	positive regulation of neuron apoptotic process
HDAC4	GO:0045668	negative regulation of osteoblast differentiation
HDAC4	GO:0045820	negative regulation of glycolytic process
HDAC4	GO:0045892	negative regulation of transcription, DNA-templated
HDAC4	GO:0045893	positive regulation of transcription, DNA-templated
HDAC4	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
HDAC4	GO:0048661	positive regulation of smooth muscle cell proliferation
HDAC4	GO:0048742	regulation of skeletal muscle fiber development
HDAC4	GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity
HDAC4	GO:0051153	regulation of striated muscle cell differentiation
HDAC4	GO:0070555	response to interleukin-1
HDAC4	GO:0070932	histone H3 deacetylation
HDAC4	GO:0070933	histone H4 deacetylation
HDAC4	GO:0071260	cellular response to mechanical stimulus
HDAC4	GO:0071356	cellular response to tumor necrosis factor
HDAC4	GO:0071374	cellular response to parathyroid hormone stimulus
HDAC4	GO:1902894	negative regulation of pri-miRNA transcription from RNA polymerase II promoter
HDAC4	GO:1903428	positive regulation of reactive oxygen species biosynthetic process
HDAC4	GO:0000118	histone deacetylase complex
HDAC4	GO:0005634	nucleus
HDAC4	GO:0005654	nucleoplasm
HDAC4	GO:0005737	cytoplasm
HDAC4	GO:0005829	cytosol
HDAC4	GO:0017053	transcriptional repressor complex
HDAC4	GO:0030017	sarcomere
HDAC4	GO:0030018	Z disc
HDAC4	GO:0031594	neuromuscular junction
HDAC4	GO:0031672	A band
HDAC4	GO:0042641	actomyosin
HDAC4	GO:0043234	protein complex
ATAT1	GO:0007283	spermatogenesis
ATAT1	GO:0021542	dentate gyrus development
ATAT1	GO:0045598	regulation of fat cell differentiation
ATAT1	GO:1900227	positive regulation of NLRP3 inflammasome complex assembly
ATAT1	GO:0097427	microtubule bundle
C10orf35	GO:0016021	integral component of membrane
C10orf35	GO:0016020	membrane
C10orf35		
WBSCR27	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
WBSCR27	GO:0032259	methylation
WBSCR27	GO:0005737	cytoplasm
WBSCR27		
MEX3D	GO:0003676	nucleic acid binding
MEX3D	GO:0003723	RNA binding
MEX3D	GO:0008270	zinc ion binding
MEX3D	GO:0017091	AU-rich element binding
MEX3D	GO:0044822	poly(A) RNA binding
MEX3D	GO:0046872	metal ion binding
MEX3D	GO:0010609	mRNA localization resulting in posttranscriptional regulation of gene expression
MEX3D	GO:0061157	mRNA destabilization
MEX3D	GO:0005634	nucleus
MEX3D	GO:0005737	cytoplasm
MEX3D	GO:0048471	perinuclear region of cytoplasm
HDAC4		
EPSTI1		
NAT8L	GO:0008080	N-acetyltransferase activity
NAT8L	GO:0016740	transferase activity
NAT8L	GO:0016746	transferase activity, transferring acyl groups
NAT8L	GO:0017188	aspartate N-acetyltransferase activity
NAT8L	GO:0005737	cytoplasm
NAT8L	GO:0005739	mitochondrion
NAT8L	GO:0005783	endoplasmic reticulum
NAT8L	GO:0016020	membrane
NAT8L	GO:0016021	integral component of membrane
NAT8L	GO:0030867	rough endoplasmic reticulum membrane
NAT8L	GO:0031090	organelle membrane
NAT8L	GO:0031966	mitochondrial membrane
NAT8L	GO:0043231	intracellular membrane-bounded organelle
UGDH	GO:0070062	extracellular exosome
UGDH	GO:0005829	cytosol
UGDH	GO:0005654	nucleoplasm
UGDH	GO:0005634	nucleus
UGDH	GO:0055114	oxidation-reduction process
UGDH	GO:0008152	metabolic process
UGDH	GO:0006065	UDP-glucuronate biosynthetic process
UGDH	GO:0006024	glycosaminoglycan biosynthetic process
UGDH	GO:0006011	UDP-glucose metabolic process
UGDH	GO:0005975	carbohydrate metabolic process
UGDH	GO:0001702	gastrulation with mouth forming second
UGDH	GO:0051287	NAD binding
UGDH	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
UGDH	GO:0016491	oxidoreductase activity
UGDH	GO:0009055	electron carrier activity
UGDH	GO:0003979	UDP-glucose 6-dehydrogenase activity
UGDH	GO:0003824	catalytic activity
LENG8	GO:0005515	protein binding
LENG8		
HSH2D	GO:0005070	SH3/SH2 adaptor activity
HSH2D	GO:0005515	protein binding
HSH2D	GO:0002903	negative regulation of B cell apoptotic process
HSH2D	GO:0009967	positive regulation of signal transduction
HSH2D	GO:0042110	T cell activation
HSH2D	GO:0051902	negative regulation of mitochondrial depolarization
HSH2D	GO:0005634	nucleus
HSH2D	GO:0005737	cytoplasm
HSH2D	GO:0005739	mitochondrion
HSH2D	GO:0005829	cytosol
HSH2D		
SBF1	GO:0016021	integral component of membrane
SBF1	GO:0005634	nucleus
SBF1	GO:0043547	positive regulation of GTPase activity
SBF1	GO:0006470	protein dephosphorylation
SBF1	GO:0017112	Rab guanyl-nucleotide exchange factor activity
SBF1	GO:0008138	protein tyrosine/serine/threonine phosphatase activity
SBF1	GO:0005085	guanyl-nucleotide exchange factor activity
SBF1	GO:0043087	regulation of GTPase activity
SBF1	GO:0007283	spermatogenesis
SBF1	GO:0019208	phosphatase regulator activity
C2CD4B	GO:0005925	focal adhesion
C2CD4B	GO:0005886	plasma membrane
C2CD4B	GO:0005730	nucleolus
C2CD4B	GO:0005634	nucleus
C2CD4B	GO:0005544	calcium-dependent phospholipid binding
C2CD4B	GO:0005509	calcium ion binding
C2CD4B	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter
C2CD4B	GO:0017158	regulation of calcium ion-dependent exocytosis
C2CD4B	GO:0006906	vesicle fusion
C2CD4B	GO:0030276	clathrin binding
C2CD4B	GO:0019905	syntaxin binding
WWC2	GO:0019900	kinase binding
WWC2	GO:0032947	protein complex scaffold
WWC2	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
WWC2	GO:0035331	negative regulation of hippo signaling
WWC2	GO:0046621	negative regulation of organ growth
WWC2	GO:0005829	cytosol
WWC2		
TFF3	GO:0030141	secretory granule
TFF3	GO:0010906	regulation of glucose metabolic process
TFF3		
RB1CC1	GO:0005515	protein binding
RB1CC1	GO:0019901	protein kinase binding
RB1CC1	GO:0032947	protein complex scaffold
RB1CC1	GO:0000045	autophagosome assembly
RB1CC1	GO:0000422	mitophagy
RB1CC1	GO:0001889	liver development
RB1CC1	GO:0001934	positive regulation of protein phosphorylation
RB1CC1	GO:0006351	transcription, DNA-templated
RB1CC1	GO:0006355	regulation of transcription, DNA-templated
RB1CC1	GO:0006914	autophagy
RB1CC1	GO:0006995	cellular response to nitrogen starvation
RB1CC1	GO:0007049	cell cycle
RB1CC1	GO:0007507	heart development
RB1CC1	GO:0016236	macroautophagy
RB1CC1	GO:0030242	pexophagy
RB1CC1	GO:0043066	negative regulation of apoptotic process
RB1CC1	GO:0045793	positive regulation of cell size
RB1CC1	GO:0046330	positive regulation of JNK cascade
RB1CC1	GO:0061709	reticulophagy
RB1CC1	GO:0061723	glycophagy
RB1CC1	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
RB1CC1	GO:0000407	pre-autophagosomal structure
RB1CC1	GO:0005634	nucleus
RB1CC1	GO:0005737	cytoplasm
RB1CC1	GO:0005829	cytosol
RB1CC1	GO:0031965	nuclear membrane
RB1CC1	GO:0034045	pre-autophagosomal structure membrane
RB1CC1	GO:1990316	ATG1/ULK1 kinase complex
AKAP8L	GO:0003677	DNA binding
AKAP8L	GO:0005521	lamin binding
AKAP8L	GO:0017151	DEAD/H-box RNA helicase binding
AKAP8L	GO:0042826	histone deacetylase binding
AKAP8L	GO:0044822	poly(A) RNA binding
AKAP8L	GO:0046872	metal ion binding
AKAP8L	GO:0006351	transcription, DNA-templated
AKAP8L	GO:0006355	regulation of transcription, DNA-templated
AKAP8L	GO:0006397	mRNA processing
AKAP8L	GO:0007076	mitotic chromosome condensation
AKAP8L	GO:0008150	biological_process
AKAP8L	GO:0008380	RNA splicing
AKAP8L	GO:0010793	regulation of mRNA export from nucleus
AKAP8L	GO:0031065	positive regulation of histone deacetylation
AKAP8L	GO:0033127	regulation of histone phosphorylation
AKAP8L	GO:0044839	cell cycle G2/M phase transition
AKAP8L	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
AKAP8L	GO:0051081	nuclear envelope disassembly
AKAP8L	GO:0000785	chromatin
AKAP8L	GO:0005634	nucleus
AKAP8L	GO:0005654	nucleoplasm
AKAP8L	GO:0005737	cytoplasm
AKAP8L	GO:0016363	nuclear matrix
AKAP8L	GO:0016605	PML body
AKAP8L	GO:0016607	nuclear speck
RB1CC1		
PIPOX	GO:0005102	receptor binding
PIPOX	GO:0008115	sarcosine oxidase activity
PIPOX	GO:0016491	oxidoreductase activity
PIPOX	GO:0050031	L-pipecolate oxidase activity
PIPOX	GO:0006554	lysine catabolic process
PIPOX	GO:0033514	L-lysine catabolic process to acetyl-CoA via L-pipecolate
PIPOX	GO:0046653	tetrahydrofolate metabolic process
PIPOX	GO:0055114	oxidation-reduction process
PIPOX	GO:0005777	peroxisome
PIPOX	GO:0005782	peroxisomal matrix
AKAP8L	GO:0016301	kinase activity
AKAP8L	GO:0016310	phosphorylation
DNAJC22	GO:0016021	integral component of membrane
DNAJC22	GO:0016020	membrane
PHF21B	GO:0046872	metal ion binding
PHF21B	GO:0008270	zinc ion binding
TAF1D	GO:0005815	microtubule organizing center
TAF1D	GO:0005668	RNA polymerase transcription factor SL1 complex
TAF1D	GO:0005654	nucleoplasm
TAF1D	GO:0005634	nucleus
TAF1D	GO:0006355	regulation of transcription, DNA-templated
TAF1D	GO:0003677	DNA binding
TAF1D	GO:0006351	transcription, DNA-templated
TAF1D	GO:0006361	transcription initiation from RNA polymerase I promoter
TAF1D	GO:0006362	transcription elongation from RNA polymerase I promoter
TAF1D	GO:0006363	termination of RNA polymerase I transcription
TAF1D	GO:0045815	positive regulation of gene expression, epigenetic
PHF21B	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding
PHF21B	GO:0003682	chromatin binding
PHF21B	GO:0003712	transcription cofactor activity
PHF21B	GO:0042393	histone binding
PHF21B	GO:0006355	regulation of transcription, DNA-templated
PHF21B	GO:0005634	nucleus
PHF21B		
UIMC1	GO:0005634	nucleus
UIMC1	GO:0005515	protein binding
UIMC1	GO:0042393	histone binding
UIMC1	GO:0070530	K63-linked polyubiquitin binding
UIMC1	GO:0006281	DNA repair
UIMC1	GO:0006302	double-strand break repair
UIMC1	GO:0006303	double-strand break repair via nonhomologous end joining
UIMC1	GO:0006351	transcription, DNA-templated
UIMC1	GO:0006355	regulation of transcription, DNA-templated
UIMC1	GO:0006974	cellular response to DNA damage stimulus
UIMC1	GO:0010212	response to ionizing radiation
UIMC1	GO:0016569	chromatin modification
UIMC1	GO:0031572	G2 DNA damage checkpoint
UIMC1	GO:0045739	positive regulation of DNA repair
UIMC1	GO:0045892	negative regulation of transcription, DNA-templated
UIMC1	GO:0070537	histone H2A K63-linked deubiquitination
UIMC1	GO:0005654	nucleoplasm
UIMC1	GO:0070531	BRCA1-A complex
P2RY6	GO:0016021	integral component of membrane
P2RY6	GO:0016020	membrane
P2RY6	GO:0035589	G-protein coupled purinergic nucleotide receptor signaling pathway
P2RY6	GO:0007186	G-protein coupled receptor signaling pathway
P2RY6	GO:0045028	G-protein coupled purinergic nucleotide receptor activity
P2RY6	GO:0004930	G-protein coupled receptor activity
P2RY6	GO:0004871	signal transducer activity
P2RY6	GO:0007165	signal transduction
P2RY6	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway
P2RY6	GO:0005886	plasma membrane
P2RY6	GO:0005887	integral component of plasma membrane
TAF1D		
UIMC1		
AKAP8L		
NEURL4	GO:0005515	protein binding
NEURL4	GO:0005737	cytoplasm
NEURL4	GO:0005814	centriole
NEURL4	GO:0005856	cytoskeleton
P2RY6	GO:0016324	apical plasma membrane
P2RY6	GO:0016323	basolateral plasma membrane
P2RY6	GO:0071407	cellular response to organic cyclic compound
P2RY6	GO:0071380	cellular response to prostaglandin E stimulus
P2RY6	GO:0030321	transepithelial chloride transport
P2RY6	GO:0014911	positive regulation of smooth muscle cell migration
P2RY6	GO:0045029	UDP-activated nucleotide receptor activity
IFI44L	GO:0005654	nucleoplasm
NEURL4		
FAM83F		
IFI44L	GO:0005525	GTP binding
IFI44L	GO:0051607	defense response to virus
IFI44L	GO:0005737	cytoplasm
NR4A3	GO:0001046	core promoter sequence-specific DNA binding
NR4A3	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding
NR4A3	GO:0003677	DNA binding
NR4A3	GO:0003700	transcription factor activity, sequence-specific DNA binding
NR4A3	GO:0003707	steroid hormone receptor activity
NR4A3	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding
NR4A3	GO:0004887	thyroid hormone receptor activity
NR4A3	GO:0005515	protein binding
NR4A3	GO:0008270	zinc ion binding
NR4A3	GO:0019901	protein kinase binding
NR4A3	GO:0042803	protein homodimerization activity
NR4A3	GO:0043565	sequence-specific DNA binding
NR4A3	GO:0046872	metal ion binding
NR4A3	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NR4A3	GO:0006351	transcription, DNA-templated
NR4A3	GO:0006355	regulation of transcription, DNA-templated
NR4A3	GO:0006367	transcription initiation from RNA polymerase II promoter
NR4A3	GO:0007369	gastrulation
NR4A3	GO:0008150	biological_process
NR4A3	GO:0009444	pyruvate oxidation
NR4A3	GO:0010613	positive regulation of cardiac muscle hypertrophy
NR4A3	GO:0010828	positive regulation of glucose transport
NR4A3	GO:0030522	intracellular receptor signaling pathway
NR4A3	GO:0032765	positive regulation of mast cell cytokine production
NR4A3	GO:0035726	common myeloid progenitor cell proliferation
NR4A3	GO:0038097	positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway
NR4A3	GO:0043303	mast cell degranulation
NR4A3	GO:0043401	steroid hormone mediated signaling pathway
NR4A3	GO:0044320	cellular response to leptin stimulus
NR4A3	GO:0045333	cellular respiration
NR4A3	GO:0045444	fat cell differentiation
NR4A3	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NR4A3	GO:0046321	positive regulation of fatty acid oxidation
NR4A3	GO:0048660	regulation of smooth muscle cell proliferation
NR4A3	GO:0048661	positive regulation of smooth muscle cell proliferation
NR4A3	GO:0050679	positive regulation of epithelial cell proliferation
NR4A3	GO:0061469	regulation of type B pancreatic cell proliferation
NR4A3	GO:0071376	cellular response to corticotropin-releasing hormone stimulus
NR4A3	GO:0071870	cellular response to catecholamine stimulus
NR4A3	GO:0097009	energy homeostasis
NR4A3	GO:1900625	positive regulation of monocyte aggregation
NR4A3	GO:1903208	negative regulation of hydrogen peroxide-induced neuron death
NR4A3	GO:2000253	positive regulation of feeding behavior
NR4A3	GO:2000505	regulation of energy homeostasis
NR4A3	GO:0005634	nucleus
NR4A3	GO:0005654	nucleoplasm
NR4A3	GO:0042629	mast cell granule
NR4A3	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding
NR4A3	GO:0001223	transcription coactivator binding
NR4A3	GO:0035035	histone acetyltransferase binding
NR4A3	GO:0035259	glucocorticoid receptor binding
NR4A3	GO:0001707	mesoderm formation
NR4A3	GO:0007411	axon guidance
NR4A3	GO:0021766	hippocampus development
NR4A3	GO:0030534	adult behavior
NR4A3	GO:0031100	animal organ regeneration
NR4A3	GO:0042472	inner ear morphogenesis
NR4A3	GO:0042542	response to hydrogen peroxide
NR4A3	GO:0043066	negative regulation of apoptotic process
NR4A3	GO:0043434	response to peptide hormone
NR4A3	GO:0043524	negative regulation of neuron apoptotic process
NR4A3	GO:0045787	positive regulation of cell cycle
NR4A3	GO:0045893	positive regulation of transcription, DNA-templated
NR4A3	GO:0048752	semicircular canal morphogenesis
NR4A3	GO:0050885	neuromuscular process controlling balance
NR4A3	GO:0060005	vestibular reflex
NR4A3	GO:1903204	negative regulation of oxidative stress-induced neuron death
NR4A3	GO:2000108	positive regulation of leukocyte apoptotic process
NR4A3	GO:0005667	transcription factor complex
CBFA2T3	GO:0016020	membrane
CBFA2T3	GO:0005794	Golgi apparatus
CBFA2T3	GO:0005730	nucleolus
CBFA2T3	GO:0005654	nucleoplasm
CBFA2T3	GO:0005634	nucleus
CBFA2T3	GO:0000139	Golgi membrane
CBFA2T3	GO:1903715	regulation of aerobic respiration
CBFA2T3	GO:0045892	negative regulation of transcription, DNA-templated
CBFA2T3	GO:0045820	negative regulation of glycolytic process
CBFA2T3	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
CBFA2T3	GO:0030851	granulocyte differentiation
CBFA2T3	GO:0030154	cell differentiation
CBFA2T3	GO:0008285	negative regulation of cell proliferation
CBFA2T3	GO:0008283	cell proliferation
CBFA2T3	GO:0006355	regulation of transcription, DNA-templated
CBFA2T3	GO:0006351	transcription, DNA-templated
CBFA2T3	GO:0001666	response to hypoxia
CBFA2T3	GO:0046872	metal ion binding
CBFA2T3	GO:0005515	protein binding
CBFA2T3	GO:0003714	transcription corepressor activity
CBFA2T3	GO:0003700	transcription factor activity, sequence-specific DNA binding
F5	GO:1903561	extracellular vesicle
F5	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
F5	GO:0031093	platelet alpha granule lumen
F5	GO:0031091	platelet alpha granule
F5	GO:0030134	ER to Golgi transport vesicle
F5	GO:0016020	membrane
F5	GO:0005886	plasma membrane
F5	GO:0005794	Golgi apparatus
F5	GO:0005788	endoplasmic reticulum lumen
F5	GO:0005783	endoplasmic reticulum
F5	GO:0005615	extracellular space
F5	GO:0005576	extracellular region
F5	GO:0000139	Golgi membrane
F5	GO:0048208	COPII vesicle coating
F5	GO:0030168	platelet activation
F5	GO:0008015	blood circulation
F5	GO:0007599	hemostasis
F5	GO:0007596	blood coagulation
F5	GO:0006888	ER to Golgi vesicle-mediated transport
F5	GO:0006508	proteolysis
F5	GO:0002576	platelet degranulation
F5	GO:0046872	metal ion binding
F5	GO:0005515	protein binding
F5	GO:0005507	copper ion binding
F5	GO:0004252	serine-type endopeptidase activity
CBFA2T3		
UBR3	GO:0004842	ubiquitin-protein transferase activity
UBR3	GO:0008270	zinc ion binding
UBR3	GO:0016874	ligase activity
UBR3	GO:0046872	metal ion binding
UBR3	GO:0061630	ubiquitin protein ligase activity
UBR3	GO:0001967	suckling behavior
UBR3	GO:0006511	ubiquitin-dependent protein catabolic process
UBR3	GO:0007608	sensory perception of smell
UBR3	GO:0009790	embryo development
UBR3	GO:0016567	protein ubiquitination
UBR3	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway
UBR3	GO:0000151	ubiquitin ligase complex
UBR3	GO:0005737	cytoplasm
UBR3	GO:0016020	membrane
UBR3	GO:0016021	integral component of membrane
UBR3		
UBR3	GO:0001701	in utero embryonic development
UBR3	GO:0042048	olfactory behavior
PCOLCE2	GO:0005576	extracellular region
TAP1	GO:0005739	mitochondrion
TAP1	GO:0006952	defense response
TAP1	GO:0042288	MHC class I protein binding
STK38	GO:0016310	phosphorylation
STK38	GO:0006468	protein phosphorylation
STK38	GO:0016740	transferase activity
STK38	GO:0016301	kinase activity
STK38	GO:0005524	ATP binding
STK38	GO:0004674	protein serine/threonine kinase activity
STK38	GO:0004672	protein kinase activity
STK38	GO:0000166	nucleotide binding
STK38	GO:0000287	magnesium ion binding
STK38	GO:0005515	protein binding
STK38	GO:0031435	mitogen-activated protein kinase kinase kinase binding
STK38	GO:0046872	metal ion binding
STK38	GO:0098641	cadherin binding involved in cell-cell adhesion
STK38	GO:0006464	cellular protein modification process
STK38	GO:0018105	peptidyl-serine phosphorylation
STK38	GO:0035556	intracellular signal transduction
STK38	GO:0043407	negative regulation of MAP kinase activity
STK38	GO:0098609	cell-cell adhesion
STK38	GO:0005634	nucleus
STK38	GO:0005737	cytoplasm
STK38	GO:0005913	cell-cell adherens junction
STK38	GO:0070688	MLL5-L complex
PCOLCE2	GO:0005518	collagen binding
PCOLCE2	GO:0008201	heparin binding
PCOLCE2	GO:0016504	peptidase activator activity
PCOLCE2	GO:0010952	positive regulation of peptidase activity
PCOLCE2	GO:0070062	extracellular exosome
PCOLCE2		
GCGR	GO:0004871	signal transducer activity
GCGR	GO:0004888	transmembrane signaling receptor activity
GCGR	GO:0004930	G-protein coupled receptor activity
GCGR	GO:0004967	glucagon receptor activity
GCGR	GO:0005085	guanyl-nucleotide exchange factor activity
GCGR	GO:0017046	peptide hormone binding
GCGR	GO:0006091	generation of precursor metabolites and energy
GCGR	GO:0006887	exocytosis
GCGR	GO:0007165	signal transduction
GCGR	GO:0007166	cell surface receptor signaling pathway
GCGR	GO:0007186	G-protein coupled receptor signaling pathway
GCGR	GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway
GCGR	GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway
GCGR	GO:0007584	response to nutrient
GCGR	GO:0008217	regulation of blood pressure
GCGR	GO:0009755	hormone-mediated signaling pathway
GCGR	GO:0042593	glucose homeostasis
GCGR	GO:0042594	response to starvation
GCGR	GO:0043547	positive regulation of GTPase activity
GCGR	GO:0070873	regulation of glycogen metabolic process
GCGR	GO:0071377	cellular response to glucagon stimulus
GCGR	GO:0005768	endosome
GCGR	GO:0005886	plasma membrane
GCGR	GO:0005887	integral component of plasma membrane
GCGR	GO:0016020	membrane
GCGR	GO:0016021	integral component of membrane
BEST4	GO:0005254	chloride channel activity
BEST4	GO:0003674	molecular_function
BEST4	GO:0006810	transport
BEST4	GO:0006811	ion transport
BEST4	GO:0006821	chloride transport
BEST4	GO:0008150	biological_process
BEST4	GO:1902476	chloride transmembrane transport
BEST4	GO:0005886	plasma membrane
BEST4	GO:0005887	integral component of plasma membrane
BEST4	GO:0016020	membrane
BEST4	GO:0016021	integral component of membrane
BEST4	GO:0034707	chloride channel complex
CFI	GO:0016020	membrane
CFI	GO:0006898	receptor-mediated endocytosis
CFI	GO:0006508	proteolysis
CFI	GO:0016787	hydrolase activity
CFI	GO:0008236	serine-type peptidase activity
CFI	GO:0008233	peptidase activity
CFI	GO:0005044	scavenger receptor activity
CFI	GO:0004252	serine-type endopeptidase activity
LYPD5	GO:0043236	laminin binding
LYPD5	GO:0007160	cell-matrix adhesion
LYPD5	GO:0005886	plasma membrane
LYPD5	GO:0016020	membrane
LYPD5	GO:0031225	anchored component of membrane
MX1	GO:0048471	perinuclear region of cytoplasm
MX1	GO:0031965	nuclear membrane
MX1	GO:0016020	membrane
MX1	GO:0005829	cytosol
MX1	GO:0005789	endoplasmic reticulum membrane
MX1	GO:0005783	endoplasmic reticulum
MX1	GO:0005737	cytoplasm
MX1	GO:0005634	nucleus
MX1	GO:0060337	type I interferon signaling pathway
MX1	GO:0051607	defense response to virus
MX1	GO:0048285	organelle fission
MX1	GO:0045087	innate immune response
MX1	GO:0045071	negative regulation of viral genome replication
MX1	GO:0034340	response to type I interferon
MX1	GO:0009615	response to virus
MX1	GO:0007165	signal transduction
MX1	GO:0006952	defense response
MX1	GO:0006915	apoptotic process
MX1	GO:0002376	immune system process
MX1	GO:0008017	microtubule binding
MX1	GO:0005525	GTP binding
MX1	GO:0005515	protein binding
MX1	GO:0003924	GTPase activity
MX1	GO:0000166	nucleotide binding
CFI	GO:0070062	extracellular exosome
CFI	GO:0005615	extracellular space
CFI	GO:0005576	extracellular region
CFI	GO:0045087	innate immune response
CFI	GO:0030449	regulation of complement activation
CFI	GO:0006958	complement activation, classical pathway
CFI	GO:0002376	immune system process
CFI	GO:0046872	metal ion binding
CFI	GO:0005515	protein binding
MX1		
LYPD5		
CDHR3	GO:0016020	membrane
CDHR3	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
CDHR3	GO:0005509	calcium ion binding
CDHR3	GO:0001618	virus receptor activity
CDHR3	GO:0007155	cell adhesion
CDHR3	GO:0016032	viral process
CDHR3	GO:0046718	viral entry into host cell
CDHR3	GO:0005886	plasma membrane
CDHR3	GO:0016021	integral component of membrane
RGS16	GO:0031224	intrinsic component of membrane
RGS16	GO:0016020	membrane
RGS16	GO:0005886	plasma membrane
RGS16	GO:0005737	cytoplasm
RGS16	GO:0043547	positive regulation of GTPase activity
RGS16	GO:0009968	negative regulation of signal transduction
RGS16	GO:0008277	regulation of G-protein coupled receptor protein signaling pathway
RGS16	GO:0007601	visual perception
RGS16	GO:0007186	G-protein coupled receptor signaling pathway
RGS16	GO:0005516	calmodulin binding
RGS16	GO:0005515	protein binding
RGS16	GO:0005096	GTPase activator activity
LRRC37B	GO:0005737	cytoplasm
DDX54	GO:0000166	nucleotide binding
DDX54	GO:0003676	nucleic acid binding
DDX54	GO:0003714	transcription corepressor activity
DDX54	GO:0003723	RNA binding
DDX54	GO:0004004	ATP-dependent RNA helicase activity
DDX54	GO:0004386	helicase activity
DDX54	GO:0005102	receptor binding
DDX54	GO:0005524	ATP binding
DDX54	GO:0016787	hydrolase activity
DDX54	GO:0030331	estrogen receptor binding
DDX54	GO:0044822	poly(A) RNA binding
DDX54	GO:0006351	transcription, DNA-templated
DDX54	GO:0006355	regulation of transcription, DNA-templated
DDX54	GO:0006396	RNA processing
DDX54	GO:0010501	RNA secondary structure unwinding
DDX54	GO:0016070	RNA metabolic process
DDX54	GO:0030520	intracellular estrogen receptor signaling pathway
DDX54	GO:1903507	negative regulation of nucleic acid-templated transcription
DDX54	GO:0005634	nucleus
DDX54	GO:0005730	nucleolus
DDX54	GO:0016020	membrane
DDX54		
LRRC37B	GO:0016021	integral component of membrane
LRRC37B	GO:0016020	membrane
HLA-B	GO:0016045	detection of bacterium
HLA-B	GO:0006952	defense response
LRRC37B		
PRPH	GO:0005198	structural molecule activity
PRPH	GO:0005882	intermediate filament
PRPH	GO:0016020	membrane
PRPH	GO:0045098	type III intermediate filament
PRPH	GO:0070062	extracellular exosome
CCNJ	GO:0005634	nucleus
TIGD1	GO:0003676	nucleic acid binding
TIGD1	GO:0003677	DNA binding
TIGD1	GO:0005634	nucleus
TNFRSF9	GO:0004872	receptor activity
TNFRSF9	GO:0005031	tumor necrosis factor-activated receptor activity
TNFRSF9	GO:0006915	apoptotic process
TNFRSF9	GO:0006954	inflammatory response
TNFRSF9	GO:0006955	immune response
TNFRSF9	GO:0007275	multicellular organism development
TNFRSF9	GO:0008285	negative regulation of cell proliferation
